date,fiscal_year,customer_code,market,product_code,sold_quantity,product,gross_price,Total_gross_price,pre_invoice_discount_pct
2017-09-01,2018,90023030,Canada,A0118150102,5,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,97.94,0.2117
2017-09-01,2018,90027207,Brazil,A0118150102,10,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,195.88,0.2803
2017-09-01,2018,70002017,India,A0118150103,54,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,1045.60,0.0824
2017-09-01,2018,70002018,India,A0118150103,13,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,251.72,0.2956
2017-09-01,2018,70003181,Indonesia,A0118150103,13,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,251.72,0.0536
2017-09-01,2018,70003182,Indonesia,A0118150103,16,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,309.81,0.2378
2017-09-01,2018,70006157,Philiphines,A0118150103,6,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,116.18,0.1057
2017-09-01,2018,70006158,Philiphines,A0118150103,8,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,154.90,0.1875
2017-09-01,2018,70007198,"South Korea",A0118150103,14,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,271.08,0.0700
2017-09-01,2018,70007199,"South Korea",A0118150103,40,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,774.52,0.2551
2017-09-01,2018,70008169,Australia,A0118150103,5,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,96.82,0.0953
2017-09-01,2018,70008170,Australia,A0118150103,11,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,212.99,0.1896
2017-09-01,2018,70011193,France,A0118150103,13,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,251.72,0.0521
2017-09-01,2018,70011194,France,A0118150103,5,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,96.82,0.2046
2017-09-01,2018,70012042,Germany,A0118150103,0,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,0.00,0.0984
2017-09-01,2018,70012043,Germany,A0118150103,0,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,0.00,0.2620
2017-09-01,2018,70013125,Italy,A0118150103,1,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,19.36,0.0587
2017-09-01,2018,70013126,Italy,A0118150103,1,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,19.36,0.2501
2017-09-01,2018,70016177,Poland,A0118150103,1,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,19.36,0.0856
2017-09-01,2018,70016178,Poland,A0118150103,1,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,19.36,0.1937
2017-09-01,2018,70022085,USA,A0118150103,8,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,154.90,0.2025
2017-09-01,2018,70023031,Canada,A0118150103,1,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,19.36,0.1008
2017-09-01,2018,80001019,China,A0118150103,15,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,290.45,0.2815
2017-09-01,2018,80006154,Philiphines,A0118150103,7,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,135.54,0.2728
2017-09-01,2018,80006155,Philiphines,A0118150103,36,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,697.07,0.2797
2017-09-01,2018,80007195,"South Korea",A0118150103,180,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,3485.34,0.2990
2017-09-01,2018,90001021,China,A0118150103,3,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,58.09,0.2798
2017-09-01,2018,90002001,India,A0118150103,51,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,987.51,0.2490
2017-09-01,2018,90002002,India,A0118150103,20,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,387.26,0.2005
2017-09-01,2018,90002003,India,A0118150103,69,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,1336.05,0.2831
2017-09-01,2018,90002005,India,A0118150103,77,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,1490.95,0.2121
2017-09-01,2018,90002006,India,A0118150103,66,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,1277.96,0.2923
2017-09-01,2018,90002007,India,A0118150103,59,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,1142.42,0.2265
2017-09-01,2018,90002009,India,A0118150103,12,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,232.36,0.2156
2017-09-01,2018,90002010,India,A0118150103,28,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,542.16,0.2242
2017-09-01,2018,90002011,India,A0118150103,17,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,329.17,0.2902
2017-09-01,2018,90002013,India,A0118150103,31,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,600.25,0.2644
2017-09-01,2018,90002014,India,A0118150103,64,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,1239.23,0.2971
2017-09-01,2018,90002015,India,A0118150103,22,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,425.99,0.2860
2017-09-01,2018,90003179,Indonesia,A0118150103,15,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,290.45,0.2193
2017-09-01,2018,90006153,Philiphines,A0118150103,5,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,96.82,0.2970
2017-09-01,2018,90007197,"South Korea",A0118150103,16,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,309.81,0.2031
2017-09-01,2018,90008165,Australia,A0118150103,8,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,154.90,0.2849
2017-09-01,2018,90008166,Australia,A0118150103,14,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,271.08,0.2884
2017-09-01,2018,90008167,Australia,A0118150103,12,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,232.36,0.1947
2017-09-01,2018,90011185,France,A0118150103,7,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,135.54,0.2779
2017-09-01,2018,90011186,France,A0118150103,3,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,58.09,0.2091
2017-09-01,2018,90011187,France,A0118150103,2,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,38.73,0.2924
2017-09-01,2018,90011189,France,A0118150103,9,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,174.27,0.2992
2017-09-01,2018,90011190,France,A0118150103,7,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,135.54,0.2717
2017-09-01,2018,90011191,France,A0118150103,11,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,212.99,0.2270
2017-09-01,2018,90012033,Germany,A0118150103,0,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,0.00,0.2847
2017-09-01,2018,90012034,Germany,A0118150103,0,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,0.00,0.1984
2017-09-01,2018,90012035,Germany,A0118150103,0,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,0.00,0.2777
2017-09-01,2018,90012037,Germany,A0118150103,0,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,0.00,0.2204
2017-09-01,2018,90012038,Germany,A0118150103,0,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,0.00,0.2947
2017-09-01,2018,90012039,Germany,A0118150103,0,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,0.00,0.2285
2017-09-01,2018,90012041,Germany,A0118150103,0,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,0.00,0.2576
2017-09-01,2018,90013118,Italy,A0118150103,2,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,38.73,0.2634
2017-09-01,2018,90013119,Italy,A0118150103,2,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,38.73,0.2809
2017-09-01,2018,90013121,Italy,A0118150103,3,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,58.09,0.2639
2017-09-01,2018,90013122,Italy,A0118150103,2,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,38.73,0.1942
2017-09-01,2018,90013123,Italy,A0118150103,1,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,19.36,0.2567
2017-09-01,2018,90016171,Poland,A0118150103,1,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,19.36,0.2733
2017-09-01,2018,90016174,Poland,A0118150103,1,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,19.36,0.2051
2017-09-01,2018,90016175,Poland,A0118150103,1,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,19.36,0.2551
2017-09-01,2018,90022071,USA,A0118150103,29,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,561.53,0.1906
2017-09-01,2018,90022073,USA,A0118150103,32,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,619.62,0.2834
2017-09-01,2018,90022074,USA,A0118150103,24,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,464.71,0.2709
2017-09-01,2018,90022075,USA,A0118150103,15,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,290.45,0.2553
2017-09-01,2018,90022077,USA,A0118150103,25,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,484.08,0.2394
2017-09-01,2018,90022078,USA,A0118150103,31,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,600.25,0.2882
2017-09-01,2018,90022079,USA,A0118150103,35,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,677.71,0.2788
2017-09-01,2018,90022081,USA,A0118150103,40,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,774.52,0.2957
2017-09-01,2018,90022082,USA,A0118150103,32,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,619.62,0.2954
2017-09-01,2018,90022083,USA,A0118150103,4,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,77.45,0.2551
2017-09-01,2018,90023022,Canada,A0118150103,3,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,58.09,0.2054
2017-09-01,2018,90023023,Canada,A0118150103,4,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,77.45,0.2764
2017-09-01,2018,90023025,Canada,A0118150103,4,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,77.45,0.2908
2017-09-01,2018,90023026,Canada,A0118150103,4,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,77.45,0.2998
2017-09-01,2018,90023027,Canada,A0118150103,2,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,38.73,0.2755
2017-09-01,2018,90023029,Canada,A0118150103,5,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,96.82,0.2171
2017-09-01,2018,90023030,Canada,A0118150103,2,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,38.73,0.2117
2017-09-01,2018,90027207,Brazil,A0118150103,7,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.3630,135.54,0.2803
2017-09-01,2018,70002017,India,A0118150104,42,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,822.12,0.0824
2017-09-01,2018,70002018,India,A0118150104,42,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,822.12,0.2956
2017-09-01,2018,70003181,Indonesia,A0118150104,11,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,215.32,0.0536
2017-09-01,2018,70003182,Indonesia,A0118150104,18,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,352.34,0.2378
2017-09-01,2018,70006157,Philiphines,A0118150104,9,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,176.17,0.1057
2017-09-01,2018,70006158,Philiphines,A0118150104,3,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,58.72,0.1875
2017-09-01,2018,70007198,"South Korea",A0118150104,16,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,313.19,0.0700
2017-09-01,2018,70007199,"South Korea",A0118150104,43,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,841.69,0.2551
2017-09-01,2018,70008169,Australia,A0118150104,5,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,97.87,0.0953
2017-09-01,2018,70008170,Australia,A0118150104,9,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,176.17,0.1896
2017-09-01,2018,70011193,France,A0118150104,12,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,234.89,0.0521
2017-09-01,2018,70011194,France,A0118150104,8,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,156.59,0.2046
2017-09-01,2018,70012042,Germany,A0118150104,0,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,0.00,0.0984
2017-09-01,2018,70012043,Germany,A0118150104,0,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,0.00,0.2620
2017-09-01,2018,70013125,Italy,A0118150104,2,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,39.15,0.0587
2017-09-01,2018,70013126,Italy,A0118150104,1,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,19.57,0.2501
2017-09-01,2018,70016177,Poland,A0118150104,1,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,19.57,0.0856
2017-09-01,2018,70016178,Poland,A0118150104,1,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,19.57,0.1937
2017-09-01,2018,70022085,USA,A0118150104,7,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,137.02,0.2025
2017-09-01,2018,70023031,Canada,A0118150104,2,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,39.15,0.1008
2017-09-01,2018,80001019,China,A0118150104,2,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,39.15,0.2815
2017-09-01,2018,80006154,Philiphines,A0118150104,31,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,606.80,0.2728
2017-09-01,2018,80006155,Philiphines,A0118150104,33,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,645.95,0.2797
2017-09-01,2018,80007195,"South Korea",A0118150104,24,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,469.78,0.2990
2017-09-01,2018,90001021,China,A0118150104,1,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,19.57,0.2798
2017-09-01,2018,90002001,India,A0118150104,51,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,998.29,0.2490
2017-09-01,2018,90002002,India,A0118150104,10,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,195.74,0.2005
2017-09-01,2018,90002003,India,A0118150104,58,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,1135.31,0.2831
2017-09-01,2018,90002005,India,A0118150104,47,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,919.99,0.2121
2017-09-01,2018,90002006,India,A0118150104,11,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,215.32,0.2923
2017-09-01,2018,90002007,India,A0118150104,55,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,1076.59,0.2265
2017-09-01,2018,90002009,India,A0118150104,91,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,1781.26,0.2156
2017-09-01,2018,90002010,India,A0118150104,59,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,1154.88,0.2242
2017-09-01,2018,90002011,India,A0118150104,66,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,1291.90,0.2902
2017-09-01,2018,90002013,India,A0118150104,21,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,411.06,0.2644
2017-09-01,2018,90002014,India,A0118150104,68,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,1331.05,0.2971
2017-09-01,2018,90002015,India,A0118150104,61,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,1194.03,0.2860
2017-09-01,2018,90003179,Indonesia,A0118150104,13,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,254.47,0.2193
2017-09-01,2018,90006153,Philiphines,A0118150104,5,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,97.87,0.2970
2017-09-01,2018,90007197,"South Korea",A0118150104,48,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,939.57,0.2031
2017-09-01,2018,90008165,Australia,A0118150104,20,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,391.49,0.2849
2017-09-01,2018,90008166,Australia,A0118150104,3,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,58.72,0.2884
2017-09-01,2018,90008167,Australia,A0118150104,13,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,254.47,0.1947
2017-09-01,2018,90011185,France,A0118150104,12,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,234.89,0.2779
2017-09-01,2018,90011186,France,A0118150104,7,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,137.02,0.2091
2017-09-01,2018,90011187,France,A0118150104,14,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,274.04,0.2924
2017-09-01,2018,90011189,France,A0118150104,4,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,78.30,0.2992
2017-09-01,2018,90011190,France,A0118150104,11,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,215.32,0.2717
2017-09-01,2018,90011191,France,A0118150104,12,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,234.89,0.2270
2017-09-01,2018,90012033,Germany,A0118150104,0,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,0.00,0.2847
2017-09-01,2018,90012034,Germany,A0118150104,0,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,0.00,0.1984
2017-09-01,2018,90012035,Germany,A0118150104,0,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,0.00,0.2777
2017-09-01,2018,90012037,Germany,A0118150104,0,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,0.00,0.2204
2017-09-01,2018,90012038,Germany,A0118150104,0,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,0.00,0.2947
2017-09-01,2018,90012039,Germany,A0118150104,0,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,0.00,0.2285
2017-09-01,2018,90012041,Germany,A0118150104,0,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,0.00,0.2576
2017-09-01,2018,90013117,Italy,A0118150104,1,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,19.57,0.1990
2017-09-01,2018,90013118,Italy,A0118150104,3,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,58.72,0.2634
2017-09-01,2018,90013119,Italy,A0118150104,1,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,19.57,0.2809
2017-09-01,2018,90013121,Italy,A0118150104,3,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,58.72,0.2639
2017-09-01,2018,90013122,Italy,A0118150104,2,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,39.15,0.1942
2017-09-01,2018,90013123,Italy,A0118150104,1,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,19.57,0.2567
2017-09-01,2018,90016173,Poland,A0118150104,1,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,19.57,0.2083
2017-09-01,2018,90016174,Poland,A0118150104,1,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,19.57,0.2051
2017-09-01,2018,90016175,Poland,A0118150104,1,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,19.57,0.2551
2017-09-01,2018,90022071,USA,A0118150104,27,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,528.51,0.1906
2017-09-01,2018,90022073,USA,A0118150104,36,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,704.67,0.2834
2017-09-01,2018,90022074,USA,A0118150104,21,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,411.06,0.2709
2017-09-01,2018,90022075,USA,A0118150104,12,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,234.89,0.2553
2017-09-01,2018,90022077,USA,A0118150104,19,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,371.91,0.2394
2017-09-01,2018,90022078,USA,A0118150104,33,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,645.95,0.2882
2017-09-01,2018,90022079,USA,A0118150104,11,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,215.32,0.2788
2017-09-01,2018,90022081,USA,A0118150104,41,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,802.55,0.2957
2017-09-01,2018,90022082,USA,A0118150104,14,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,274.04,0.2954
2017-09-01,2018,90022083,USA,A0118150104,24,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,469.78,0.2551
2017-09-01,2018,90023022,Canada,A0118150104,3,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5743,58.72,0.2054
